internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
13581,Mirounga angustirostris,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Mirounga,angustirostris,,,,,"(Gill, 1866)",
15106,Odobenus rosmarus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,ODOBENIDAE,Odobenus,rosmarus,,,,,"(Linnaeus, 1758)","The Walrus, <em>Odobenus rosmarus</em>, was in the past divided into three subspecies: the Atlantic Walrus (<em>O. r. rosmarus</em>), the Pacific Walrus (<em>O. r. divergens</em>), and the Laptev Walrus (<em>O. r. laptevi</em>) (Rice 1998). However, the status of the Laptev Walrus has always been somewhat uncertain, animals from that region are described as being intermediate in size between the Pacific and Atlantic forms, with skull morphology most similar to the Pacific subspecies (Fay 1982). Recent analyses of mitochondrial DNA and morphometric data suggest that the taxon <em>O. r. laptevi</em> should be abandoned (Lindqvist <em>et al.</em> 2009). The walruses found in the Laptev Sea are in all probability the westernmost part of the Pacific Walrus population.<br/><br/>The IUCN Pinniped Specialist Group has assessed the status of the Atlantic and Pacific Walrus subspecies separately. This assessment combines those two analyses to assess the global status of the Walrus as a species."
61963499,Odobenus rosmarus ssp. divergens,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,ODOBENIDAE,Odobenus,rosmarus,subspecies,divergens,,,"(Illiger, 1815)","The Walrus, <em>Odobenus rosmarus</em>, has generally been divided into three subspecies: the Atlantic Walrus (<em>O. r. rosmarus</em>), the Pacific Walrus (<em>O. r. divergens</em>) and the Laptev Walrus (<em>O. r. laptevi</em>), although the status of the Laptev subspecies has been uncertain (Fay 1982, Rice 1998). The Laptev Walrus has been described as intermediate in size between the Pacific and Atlantic forms, with skull morphology most similar to the Pacific subspecies (Fay 1982). Recent analyses of mitochondrial DNA and morphometric data show that the taxon <em>O. r. laptevi</em> should be abandoned and the Laptev Walrus should be recognized as the westernmost subpopulation of the Pacific Walrus subspecies (Lindqvist <em>et al</em>. 2009).<br/><br/>Elemental analysis of Pacific Walrus teeth has provided evidence for separate subpopulations corresponding to&#160;breeding concentrations in the southeast and northern Bering Seas (Jay&#160;<em>et al.</em>&#160;2008). But, this separation is not supported by mitochondrial DNA analysis (Sonsthagen<em> et al.</em>&#160;2012)."
17013,Phoca vitulina,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,,,,,"Linnaeus, 1758","There are five commonly recognized subspecies of Harbor Seals: <em>Phoca vitulina richardii,</em>&#160;the&#160;Eastern Pacific Harbor Seal;&#160;<em>P. v. stejnegeri</em>, the&#160;Kuril Seal&#160;or Western Pacific Harbor Seal;&#160;<em>P. v. vitulina</em>, the Eastern Atlantic Harbor Seal;&#160;<em>P. v. concolor</em>&#160;the Western Atlantic Harbor Seal;&#160;and&#160;<em>P. v. mellonae</em>, the Ungava Seal or&#160;Seal Lake Seal&#160;(Rice 1998). Berta and Churchill (2011) recognized only one subspecies in the North Pacific (<em>P. v. richardii</em>) and one in the North Atlantic (<em>P. v. vitulina</em>). The IUCN Pinniped Specialist Group believes that pending additional genetics studies, conservation and management of these taxa are best served by following Rice (1998) and maintaining the five subspecies."
17023,Phoca largha,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,largha,,,,,"(Pallas, 1811)","Morphological, reproductive and behavioural differences separate Spotted Seals from their close relatives, the North Pacific Harbour Seals (<em>Phoca vitulina richardii</em> and <em>P. v. stejnegeri</em>) both of whose ranges overlap with the Spotted Seal (Rice 1998). Recent studies of mtDNA confirmed the distinctiveness of the Harbour and Spotted Seals at the species level. The two species have hybridized in captivity, although information on hybrids occurring in the wild is limited to one possible case (O’Corry-Crowe and Westlake 1997). While Shaughnessy and Fay (1977) identified several separate breeding concentrations, the initial, small, genetic samples did not show geographic substructure within the species (O’Corry-Crowe and Westlake 1997). More recent analyses of larger samples indicate possible population structure between the Yellow Sea, the Sea of Okhotsk, and the Bering Sea (Li<em> et al</em>. 2010, O’Corry-Crowe and Bonin 2009, Boveng <em>et al</em>. 2009)."
41666,Zalophus californianus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Zalophus,californianus,,,,,"(Lesson, 1828)","California Sea Lions were once considered a subspecies of <em>Zalophus californianus</em> (<em>Z. c. californianus</em>) by many authors, but Rice (1998) argued that <em>Z. californianus</em>, <em>Z. japonicus</em>, and <em>Z. wollebaeki</em> are distinct species. Other studies have confirmed the separate species status of <em>Z. japonicus</em> and <em>Z. californianus</em> (Brunner 2004, Sakahira and Niimi 2007) and the separation of <em>Z. californianus</em> and <em>Z. wollebaeki</em> (Wolf <em>et al</em>. 2007)."
41671,Pagophilus groenlandicus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Pagophilus,groenlandicus,,,,,"(Erxleben, 1777)","The scientific name for the Harp Seal has shifted frequently in the past with generic names of <em>Pagophoca</em>, <em>Pagophilis</em>&#160;and <em>Phoca</em>, and specific names of <em>groenlandicus </em>and <em>groenlandica</em>. &#160;Berta and Churchill (2011) used the name <em>Pagophilis groenlandicus </em>and that is the name recognized by the Society of Marine Mammalogy (Committee on Taxonomy 2014).&#160; Rice (1998) recognized two subspecies, <em>P</em>. <em>g</em>. <em>groenlandicus </em>and <em>P</em>. <em>g</em>. <em>oceanicus</em>, the former breeding in the western North Atlantic off North America and also around Jan Mayen in the Greenland Sea, and the latter breeding in the White Sea. There certainly are three distinct populations (Lavigne 2002) centred on the breeding localities, with some associated morphological, genetic and behavioural differences. Heptner <em>et al</em>. (1996) provided evidence for two distinct groups, but included the Jan Mayen breeding group with the White Sea group. Analysis of DNA sequence variation, and also comparisons of fingerprint band-sharing coefficients, revealed that the breeding groups in the Northwest Atlantic (Gulf of St. Lawrence and the Front off Labrador and Newfoundland) were one group and that the animals that breed in the White Sea and those in the Greenland Sea (north of Jan Mayen) were another group (Meisfjord and Sundt 1996, Perry <em>et al</em>. 2000). Given the uncertainties in the level of genetic differentiation between the breeding populations (i.e., whether subspecies should be recognized) and their actual affinities, they will not be differentiated in this assessment."
41672,Pusa hispida,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Pusa,hispida,,,,,"(Schreber, 1775)","The Ringed Seal has been moved back and forth between the genus name <em>Pusa</em> and <em>Phoca </em>in recent decades, largely a result of difficulty in reconciling the molecular and morphological relationships of the Grey Seal, <em>Halichoerus grypus</em>, to those two genera (Rice 1998). The very limited genetic differences between these taxa (Fulton and Strobeck 2010) argue for inclusion of all of them in a single genus, <em>Phoca</em>, (Nyakatura and Bininda-Emonds 2012) but widespread reluctance to rename the Grey Seal has led to common, though not universal, use of <em>Pusa </em>as a full genus despite the typical placement of <em>Halichoerus</em> in its midst on recent molecular phylogenetic trees (e.g., Committee on Taxonomy 2014). In contrast to the nomenclature for the genus, use of the species name <em>hispida </em>for the Ringed Seals inhabiting the Arctic Ocean and adjoining seas has been broadly accepted&#160;(Rice 1998).<br/><br/>There are currently five recognized subspecies of Ringed Seal (Rice 1998, Committee on Taxonomy 2014), the Arctic Ringed Seal (<em>P. h. hispida</em>), the Okhotsk Ringed Seal (<em>P. h. ochotensis</em>), the Baltic Ringed Seal (<em>P. h. botnica</em>), the Ladoga Seal (<em>P. h. ladogensis</em>), and the Saimaa Seal (<em>P. h. saimensis</em>). Each of the subspecies has been individually assessed by the IUCN Pinniped Specialist Group. This assessments combines those results to determine the status of Ringed Seals at the species level."
22780,Urocyon cinereoargenteus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Urocyon,cinereoargenteus,,,,,"(Schreber, 1775)",
8099,Eschrichtius robustus western subpopulation,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,western subpopulation,"(Lilljeborg, 1861)","This is a subpopulation of the Gray Whale, <em>Eschrichtius robustus.</em></span>"
2467,Balaena mysticetus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENIDAE,Balaena,mysticetus,,,,,"Linnaeus, 1758",The taxonomy of the Bowhead Whale is not in doubt. There are four identified subpopulations two of which (Okhotsk Sea and East Greenland-Svalbard-Barents Sea) have separate IUCN Red List assessments.
2474,Balaenoptera acutorostrata,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,,,,,"Lacépède, 1804","<p>Until the 1990s, only one species of Minke Whale was recognized, the Antarctic Minke Whale,&#160;<em>Balaenoptera bonaerensis,</em> being regarded as conspecific with the Common Minke Whale, <em>B. acutorostrata</em>. Most of the scientific literature prior to the late 1990s uses the name <em>B. acutorostrata</em> for all Minke Whales including Antarctic Minke Whales. Since 2000, the International Whaling Commission (IWC) Scientific Committee has recognized Antarctic Minke Whales as the separate species <em>B. bonaerensis</em>, and provisionally assigns all Northern Hemisphere Minke Whales and all Southern Hemisphere ""Dwarf"" Minke Whales to <em>B. acutorostrata</em> (IWC 2001). This practice has been followed by management and treaty bodies, such as the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). <br/> <br/> The Dwarf Minke Whale is the common name used for&#160;<em>B. acutorostrata</em> in the Southern Hemisphere. It was initially described by Best (1985) and Arnold <em>et al</em>. (1987) in terms of its differences from the Antarctic Minke Whale. Subsequent genetic analyses (Wada <em>et al</em>. 1991, Pastene <em>et al</em>. 1994) revealed that the Dwarf Minke Whale is conspecific with the ""ordinary"" Minke Whale of the Northern Hemisphere, which was given the name Common Minke Whale, while the Antarctic Minke Whale is the separate species <em>B. bonaerensis</em> (see separate Red List assessment).<br/> <br/> Following Rice (1998) the Committee on Taxonomy of the Society for Marine Mammalogy provisionally recognizes three subspecies: <em>B. a. acutorostrata</em> (Lacépède, 1804) in the North Atlantic, <em>B. a. scammoni</em> (Deméré, 1986) (= <em>B. a . davidsoni</em>) in the North Pacific, and the Dwarf Minke Whale as an unnamed subspecies in the Southern Hemisphere (Committee on Taxonomy 2017). However, the limited sampling of Dwarf Minke Whales to date does not support the grouping together of all Southern Hemisphere Dwarf Minke Whales. For example, Pastene <em>et al</em>. (2010) found Dwarf Minke Whales from Brazil and Chile to be more closely related to Common Minke Whales in the North Atlantic than to Dwarf Minke Whales in the South Pacific.</span></p>"
2478,Balaenoptera physalus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,,"(Linnaeus, 1758)","<p>The Committee on Taxonomy of the Society for Marine Mammalogy provisionally recognizes three subspecies: the Northern Fin Whale,&#160;<em>Balaenoptera physalus physalus,</em> (Linnaeus, 1758); the Southern Fin Whale,&#160;<em>B. p. quoyi</em> (Fischer, 1829), which is larger than <em>B. p. physalus,</em> and the Pygmy Fin Whale,&#160;<em>B. p. patachonica </em>(Burmeister, 1865), proposed by Clark (2004), which is smaller than <em>B. p. quoyi</em> and has dark baleen (Committee on Taxonomy 2018). However, Archer <em>et al</em>. (2013) proposed on genetic grounds that Fin Whales in the North Atlantic and North Pacific should be considered separate subspecies. There are few records of <em>B. p. patachonica</em> and the type specimen is currently (May 2018) awaiting genetic analysis. In older accounts, the common name Fin Whale, and its equivalent in other languages, tended to be used for any whales of the genus <em>Balaenoptera.</em><br/></p>"
2763,Berardius bairdii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Berardius,bairdii,,,,,"Stejneger, 1883","<p>There has been some suggestion that Baird’s and Arnoux’s Beaked Whales are the same species, but analyses of mitochondrial and nuclear intron sequence data revealed multiple fixed genetic differences, confirming that the species are reproductively isolated and valid taxonomic entities (Dalebout 2002).&#160; The recently described </span><em>Berardius minimus</em> &#160;(</span>Yamada <em>et al</em>. 2019) differs from all of its congeners by having the following unique characters: much smaller body size of physically mature individuals, proportionately shorter beak, and darker body color. Also, within 431 base pairs of the mtDNA control region, <em>B. minimus</em> can be differentiated from <em>B. bairdii </em>and <em>B. arnuxii</em> by 16 and 22 diagnostic sites, respectively. The range of <em>B. minimus</em> lies within the northern part of the distribution of <em>B. bairdii</em> such that earlier assessments would have included both species, especially in northern Hokkaido and the eastern Aleutian Islands (Yamada <em>et al</em>. 2019). </p>"
6335,Delphinapterus leucas,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,MONODONTIDAE,Delphinapterus,leucas,,,,,"(Pallas, 1776)","<p>The Beluga Whale (<em>Delphinapterus leucas</em>) and the Narwhal (<em>Monodon monoceros</em>) are the only two species in the cetacean family Monodontidae (Rice 1998). While these are well defined taxa, Heide-Jørgensen and Reeves (1993) described a skull from West Greenland of what apparently was a Narwhal-Beluga hybrid.<em> </em>Some early Russian researchers split Belugas into three species or subspecies, but that approach was rejected by Kleinenberg <em>et al</em>. (1964) and Rice (1998). </span></p>  <p>While Belugas occur broadly in Arctic and Subarctic waters, their distribution, movements, and life history characteristics suggest the existence of numerous subpopulations or management stocks using a diverse range of habitats (e.g., Frost and Lowry 1990, Heide-Jørgensen and Wiig 2002). Studies using genetic markers have confirmed the existence of at least 21 subpopulations that are largely demographically isolated (O’Corry-Crowe <em>et al</em>. 1997, 2010; Brown-Gladden <em>et al</em>. 1999, de March <em>et al</em>. 2002, Laidre <em>et al</em>. 2015). The pattern of subpopulation isolation in the Pacific likely results from relatively rapid dispersal into new habitats following recession of the last Pleistocene ice sheets (O’Corry-Crowe <em>et al</em>. 1997).<em> </em>Land masses and heavy sea ice cover limit interchange between subpopulations across the Arctic, as does strong site fidelity, but climate oscillations in the Holocene may have provided relatively recent opportunities for subpopulations to mix (O’Corry-Crowe <em>et al</em>. 2010).</span></p>"
134817215,Delphinus delphis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Delphinus,delphis,,,,,"Linnaeus, 1758","<p>Until recently, two species were recognised in the genus <em>Delphinus</em>: the Short-beaked Common Dolphin (<em>D. delphis</em>) and the Long-beaked Common Dolphin (<em>D. capensis</em>), as described by Heyning and Perrin (1994). The morphological differences between <em>D. delphis </em>and <em>D. capensis</em> in the North Pacific (Heyning and Perrin 1994) were supported by molecular evidence from both mitochondrial and nuclear markers (Rosel<em> et al.</em> 1994). However, the genus exhibits a great deal of morphological variation globally and the criteria used to distinguish between the two species in the North Pacific appear not to apply elsewhere (Best 2007). In South Africa, Samaai <em>et al. </em>(2005) found that based on skull morphology the majority of specimens belonged to<em> D. capensis</em>, however two specimens were within the range for<em> D. delphis</em> from the North Pacific, and a third specimen fell between the ranges for<em> D. delphis </em>and <em>D. capensis </em>(Samaai<em> et al.</em> 2005). The same molecular markers that were used to differentiate the two sympatric species in the North Pacific failed to reveal any genetic distinction between the described morphotypes in South Africa (Best 2007).<br/><br/>Subsequently, Cunha <em>et al.</em> (2015), in a global analysis of <em>Delphinus</em> which included nine specimens from the west coast of South Africa (eastern South Atlantic), concluded that all specimens analysed from the Atlantic Ocean belonged to <em>D. delphis, </em>and that<em> D. capensis</em> was not a genetically valid species.<br/><br/>In 2016 the Society for Marine Mammalogy Committee on Taxonomy removed <em>Delphinus capensis</em> from its accepted list of marine mammal species and now recognises all Common Dolphins globally as belonging to a single species, <em>Delphinus delphis</em> (Committee on Taxonomy 2020). It recognises the following subspecies:</p>  <ul>  <li><em>D. d. delphis&#160;</em>Linnaeus, 1758. Common Dolphin</li>  <li><em>D. d. bairdii&#160;</em>Dall, 1873. Eastern North Pacific Long-beaked Common Dolphin</li>  <li><em>D. d. ponticus&#160;</em>Barabash, 1935. Black Sea Common Dolphin</li>  <li><em>D. d. tropicalis&#160;</em>van Bree, 1971.      Indo-Pacific Common Dolphin</li> </ul>  <p>Cunha <em>et al.</em> (2015) noted that because the sympatric or parapatric Long-beaked and Short-beaked Common Dolphins off California in the eastern North Pacific appear not to interbreed, the Long-beaked Common Dolphins might eventually be described and recognised as a separate species,&#160;<em>D. bairdii.</em> Some researchers have considered the Long-beaked Common Dolphins in the Indo-Pacific, which has an exceptionally long beak, to constitute a separate species, <em>D. tropicalis</em> (Van Bree and Gallagher 1978; Rice 1998). However, another morphometric study concluded that that form should be considered a subspecies (Jefferson and Van Waerebeek 2002) and it is currently recognised as such,&#160;<em>D. delphis tropicalis.</em><br/><br/>The non-concordance of morphological and genetic data for Common Dolphins has caused much confusion and a rigorous global taxonomic study of the genus is needed. Further phylogenetic analyses are necessary to resolve the controversies surrounding the classification and nomenclature<em>. </em>More changes to <em>Delphinus</em> taxonomy should be expected<em>.</em><em></em></p><em></em>"
8097,Eschrichtius robustus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,,"(Lilljeborg, 1861)",
9249,Globicephala macrorhynchus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,macrorhynchus,,,,,"Gray, 1846","Two forms of Short-finned Pilot Whales (<em>Globicephala macrorhynchus)</em> are found off northern and southern&#160;Japan, differing in external and cranial morphology (Kasuya <em>et al.</em> 1988, Van Cise<em> et al.</em> 2016). Although it has been suggested that these might represent two distinct sub-species (Oremus<em> et al.</em> 2009), evidence has not been marshalled to make this distinction official and no subspecies of Short-finned Pilot Whale are currently recognized (Van Cise<em> et al.</em> 2016, Committee on Taxonomy 2017)."
9250,Globicephala melas,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,melas,,,,,"(Traill, 1809)","<p>Three subspecies of the Long-finned Pilot Whale are currently recognized: <em>Globicephala melas melas</em> in the North Atlantic, <em>G. m. edwardii</em> in the Southern Hemisphere, and an un-named subspecies in Japanese waters (extinct since the 8th-12th century A.D.) (Rice<em> </em>1998<em>,</em> Oremus<em> et al. </em>2009<em>,</em> Committee on Taxonomy<em> </em>2017).</p>"
9461,Grampus griseus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Grampus,griseus,,,,,"(G. Cuvier, 1812)",
10707,Hyperoodon ampullatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Hyperoodon,ampullatus,,,,,"(Forster, 1770)","<p>The Northern Bottlenose Whale forms an anti-tropical species pair with the Southern Bottlenose Whale, <em>Hyperoodon planifrons</em>. The variation in mitochondrial control region sequences between the two species of <em>Hyperoodon </em>was 4.12% higher than for all other beaked whale species, and 3.78% higher than between the anti-tropical species pair <em>Berardius bairdii</em> and <em>B. arnuxii</em>&#160; (Dalebout <em>et al</em>. 1998). Also, the skull characters are very distinct between the two species.</p>"
11047,Kogia breviceps,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,KOGIIDAE,Kogia,breviceps,,,,,"(Blainville, 1838)","<p>It was only in 1966 that the two species in the genus <em>Kogia</em> (<em>K. breviceps </em>and <em>K. sima</em>) were recognized as distinct (Handley 1966, Chivers <em>et al</em>. 2005). No subspecies have been described (Committee on Taxonomy 2018). The cryptic behavior and similar external morphology of the two species mean that records are often not displayed at the species level and are instead combined into <em>Kogia</em> spp.</span></p>"
11048,Kogia sima,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,KOGIIDAE,Kogia,sima,,,,,"(Owen, 1866)","<p>This species was not widely recognized until 1966, therefore, in literature that predates this time it is often not clear which species of <em>Kogia</em> is intended. No subspecies of <em>K. sima</em> are currently recognized. However, based on mitochondrial cytochrome <em>b</em> gene sequencing, it has been suggested that <em>K. sima </em>consists of two species: one in the Atlantic and the other in the Indo-Pacific (Chivers <em>et al. </em>2005). Further evidence is required before this can be shown definitively (McAlpine 2018). </p>"
11141,Lagenorhynchus acutus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,acutus,,,,,"(Gray, 1828)","The Atlantic White-sided Dolphin is currently placed in the multi-species genus <em>Lagenorhynchus</em> (Cipriano 1997). However, molecular analyses have for some time suggested that it is not closely related to any of those other species, (LeDuc <em>et al</em>. 1999, Harlin-Cognato and Honeycutt 2006). A recent study by Vollmer <em>et al. </em>(2018) compiled the findings from studies of morphology, genetics, historical biogeography, and acoustics and suggested an extensive revision of the genus, with the Atlantic White-sided Dolphin proposed as a single species in its own genus: <em>Leucopleurus acutus</em>. It is likely that the scientific name of the species will be change formally in the near future."
11142,Lagenorhynchus albirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,albirostris,,,,,"(Gray, 1846)","<p>Genetic studies conducted in the 1990s suggested that White-beaked Dolphins are not closely related to any of the other dolphins currently assigned to the genus <em>Lagenorhynchus</em>. It was suggested that future work would lead to splitting, with the White-beaked Dolphin as the only member of the <em>Lagenorhynchus</em> clade (LeDuc <em>et al</em>. 1999, Harlin-Cognato and Honeycutt 2006). More </span>recent molecular research (McGowen <em>et al.</em> 2011) supported this and suggested that the White-beaked Dolphin is in a monotypic genus <em>Lagenorhynchus,</em> which together with the Atlantic White-sided Dolphin (<em>Leucopleurus acutus</em>) forms a separate North Atlantic sub-family (Lagenorhynchinae). However, according to the Society for Marine Mammalogy’s Committee on Taxonomy (2017), <em>Lagenorhynchus</em> is considered a polyphyletic taxon containing morphologically convergent species and there is continuing disagreement about how to sort and assign those species to different genera. Therefore, the Committee recommends retaining the current taxonomy and nomenclature until there is greater clarity. Morphological differences have been found between White-beaked Dolphins from the eastern and western Atlantic (Mikkelsen and Lund 1994).</p>"
11145,Lagenorhynchus obliquidens,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,obliquidens,,,,,"Gill, 1865","<p>The genus <em>Lagenorhynchus</em> is polyphyletic and likely an artificial genus (LeDuc <em>et al</em>. 1999, Harlin-Cognato 2010), and this species is likely to be included eventually in the genus <em>Sagmatias </em>along with<em> L. obliquidens </em>(Pacific White-sided Dolphin) (Vollmer <em>et al</em>. 2018).<br/><br/>Four subspecies of Dusky Dolphin (<em>Lagenorhynchus obliquidens</em>) are currently recognized by the Society for Marine Mammalogy’s Committee on Taxonomy (2018): African Dusky Dolphin <em>L. o. obscurus</em> off southern Africa, Fitzroy’s Dolphin <em>L. o. fitzroyi</em> off eastern South America, Peruvian/Chilean Dusky Dolphin <em>L. o. posidonia</em> off western South America, and the New Zealand Dusky Dolphin (un-named) off New Zealand (Perrin 2002). The populations centered in New Zealand, the west coast of South America, and southwestern Africa are genetically and morphologically distinct (Harlin-Cognato <em>et al.</em> 2007, Cassens <em>et al.</em> 2003, Würsig <em>et al</em>. 1997, Van Waerebeek 1993a,b). Dusky Dolphins also occur around some oceanic island groups (e.g., Tristan da Cunha, Prince Edward, Amsterdam, and St. Paul Islands). The subspecies affinities of these groups are uncertain.</p>"
12125,Lissodelphis borealis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lissodelphis,borealis,,,,,"(Peale, 1848)",
13006,Megaptera novaeangliae,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Megaptera,novaeangliae,,,,,"(Borowski, 1781)","The Committee on Taxonomy of the Society for Marine Mammalogy recognizes three subspecies of Humpback Whale: the nominate subspecies <em>M. n. novaeangliae </em>(Borowski, 1781) refers to the North Atlantic Humpback Whale; <em>M. n. australis</em> (Lesson, 1828) is the Southern (Hemisphere) Humpback Whale; and<em> M. n. kuzira </em>(Gray, 1850) is the North Pacific Humpback Whale (Committee on Taxonomy 2017). This is based on the finding that Humpback Whales in the three ocean basins, although not separate clades, appear to be on diverging genetic trajectories (Jackson <em>et al.</em> 2014). The Arabian Sea contains a genetically isolated population of Humpback Whales (Pomilla <em>et al.</em> 2014), which is also assessed on the Red List separately as a subpopulation (Minton <em>et al. </em>2008)."
13241,Mesoplodon bidens,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,bidens,,,,,"(Sowerby, 1804)",
13243,Mesoplodon carlhubbsi,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,carlhubbsi,,,,,"Moore, 1963","The type specimen, from California, was originally identified as <em>M. bowdoini</em> (Hubbs 1946), but Moore (1963) subsequently described it as a new species, <em>M. carlhubbsi</em>, based on morphology. Recent genetic studies have agreed with the morphological analysis (Dalebout <em>et al</em>. 1998, 2004)."
13244,Mesoplodon densirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,densirostris,,,,,"(Blainville, 1817)",Blainville’s Beaked Whales (<em>Mesoplodon densirostris</em>) is one of 15 species of&#160;<em>Mesoplodon</em>&#160;with a worldwide range in tropical and warm-temperate waters. No subspecies are currently recognized.
13250,Mesoplodon mirus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,mirus,,,,,"True, 1913","<p>Although still considered a single species, True’s is the only beaked whale species known to have an anti-tropical distribution, with one population in the warm- and cold-temperate North Atlantic and the other in the warm- and cold-temperate Southern Hemisphere. The southern form has a markedly different color pattern (Baker 1999, Best 2007, Jefferson <em>et al</em>. 2015), and the genetic evidence further suggests that the two forms “should be considered distinct subspecies or even species” (Dalebout <em>et al.</em> 2007, 2014).</p>"
13252,Mesoplodon stejnegeri,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,stejnegeri,,,,,"True, 1885",
13704,Monodon monoceros,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,MONODONTIDAE,Monodon,monoceros,,,,,"Linnaeus, 1758","The Narwhal (<em>Monodon monoceros</em>) and the Beluga Whale (<em>Delphinapterus leucas</em>) are the only two species in the cetacean family Monodontidae (Rice 1998). While these are well-defined taxa, Heide-Jørgensen and Reeves (1993) described a skull from West Greenland of what apparently was a Narwhal-Beluga hybrid.<br/><br/>While Narwhals occur broadly in Arctic waters, their distribution, movements, and genetic characteristics suggest the existence of about 12 discrete or semi-discrete subpopulations or management stocks (Palsbøll <em>et al</em>. 1997, Richard 2010, NAMMCO in prep).<br/><em> </em>"
15421,Orcinus orca,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcinus,orca,,,,,"(Linnaeus, 1758)","<p>This taxonomic unit is treated as a single species even though there is extensive and growing evidence that it is, in fact, a complex of multiple forms with morphological, genetic, ecological, and behavioural differences that merit subspecies if not also species designations. At the time of writing (June 2017), the Committee on Taxonomy of the Society for Marine Mammalogy (<a href=""https://www.marinemammalscience.org/species-information/list-marine-mammal-species-subspecies/"">www.marinemammalscience.org/species-information/list-marine-mammal-species-subspecies</a>), which is generally regarded as the authority for marine mammal taxonomy, recognized a single killer whale species, <em>Orcinus orca </em>(Linnaeus, 1758), and two unnamed subspecies in the eastern North Pacific, the ENP resident killer whale (<em>O. o. </em>un-named subsp.) and the ENP transient killer whale (<em>O. o. </em>un-named subsp.) also known as Bigg’s killer whale. The Committee noted, however, “Other forms of killer whales in the North Pacific, North Atlantic and Antarctic [Southern] Ocean may warrant recognition as separate subspecies or even species, but the taxonomy has not yet been fully clarified or agreed (Morin <em>et al.</em> 2010; Foote<em> et al.</em> 2009, 2013).” One population (a “distinct population segment”) of the ENP resident subspecies (the “southern resident” population) was listed as Endangered under the Canadian Species at Risk Act in 2003 and the U.S. Endangered Species Act in 2005.</p>"
